Fermi GBM Flare List  (generated 29-May-2025 05:00)
                                                                                                    
Total # flares: 1201   Time range: 06-Jul-2012 00:00:00.000 - 13-Jan-2014 00:00:00.000
                                                                                                    
   Flare         Start time         Peak     End       Peak        Avg. Count      Sunward
                                                       c/ms           Rate        Detectors

 120925_0431 25-Sep-2012 04:31:15 04:32:13 04:47:14    2.036     306.7672233820  n5 n1 n3 n4
 120925_1750 25-Sep-2012 17:50:19 17:50:19 17:52:30    0.672     111.4885496183  n5 n4 n2 n1
 120927_1709 27-Sep-2012 17:09:08 17:16:34 17:22:14    2.743     400.5559796438  n5 n4 n1 n3
 120930_0430 30-Sep-2012 04:30:00 04:31:26 04:31:34   13.130    1639.5531914894  n5 n4 n2 n1
 120930_1508 30-Sep-2012 15:08:38 15:09:47 15:10:36    1.791     389.4369747899  n5 n4 n2 n1
 120930_2006 30-Sep-2012 20:06:49 20:07:14 20:07:59    3.114     475.4857142857  n5 n4 n2 n1
 120930_2118 30-Sep-2012 21:18:26 21:19:19 21:22:40   10.445     988.2677165354  n5 n4 n2 n1
 120930_2336 30-Sep-2012 23:36:28 23:37:38 23:37:46    7.868     987.3846153846  n5 n4 n2 n1
 121001_0350  1-Oct-2012 03:50:06 03:50:43 03:51:36    7.478     736.8888888889  n0 n1 n3 n6
 121001_1301  1-Oct-2012 13:01:55 13:03:25 13:08:12    5.997     891.7188328912  n5 n4 n2 n3
 121001_1518  1-Oct-2012 15:18:07 15:18:36 15:20:47    3.326     580.1812500000  n5 n3 n1 n4
